"","occurrences","kmer_count","chr","feature","group"
"4182",3016,1,"chr16","2B","hsat2_B"
"4183",3032,1,"chr16","2B","hsat2_B"
"4184",3033,2,"chr16","2B","hsat2_B"
"4185",3034,1,"chr16","2B","hsat2_B"
"4186",3045,1,"chr16","2B","hsat2_B"
"4187",3075,1,"chr16","2B","hsat2_B"
"4188",3112,1,"chr16","2B","hsat2_B"
"4189",3123,1,"chr16","2B","hsat2_B"
"4190",3125,1,"chr16","2B","hsat2_B"
"4191",3128,1,"chr16","2B","hsat2_B"
"4192",3149,1,"chr16","2B","hsat2_B"
"4193",3177,1,"chr16","2B","hsat2_B"
"4194",3180,1,"chr16","2B","hsat2_B"
"4195",3183,1,"chr16","2B","hsat2_B"
"4196",3187,2,"chr16","2B","hsat2_B"
"4197",3193,1,"chr16","2B","hsat2_B"
"4198",3247,1,"chr16","2B","hsat2_B"
"4199",3255,2,"chr16","2B","hsat2_B"
"4200",3256,1,"chr16","2B","hsat2_B"
"4201",3266,1,"chr16","2B","hsat2_B"
"4202",3268,1,"chr16","2B","hsat2_B"
"4203",3294,2,"chr16","2B","hsat2_B"
"4204",3296,3,"chr16","2B","hsat2_B"
"4205",3300,1,"chr16","2B","hsat2_B"
"4206",3303,1,"chr16","2B","hsat2_B"
"4207",3314,1,"chr16","2B","hsat2_B"
"4208",3318,1,"chr16","2B","hsat2_B"
"4209",3329,1,"chr16","2B","hsat2_B"
"4210",3330,1,"chr16","2B","hsat2_B"
"4211",3339,1,"chr16","2B","hsat2_B"
"4212",3348,1,"chr16","2B","hsat2_B"
"4213",3366,1,"chr16","2B","hsat2_B"
"4214",3379,1,"chr16","2B","hsat2_B"
"4215",3428,1,"chr16","2B","hsat2_B"
"4216",3456,1,"chr16","2B","hsat2_B"
"4217",3493,1,"chr16","2B","hsat2_B"
"4218",3505,1,"chr16","2B","hsat2_B"
"4219",3526,1,"chr16","2B","hsat2_B"
"4220",3528,1,"chr16","2B","hsat2_B"
"4221",3575,1,"chr16","2B","hsat2_B"
"4222",3577,1,"chr16","2B","hsat2_B"
"4223",3629,1,"chr16","2B","hsat2_B"
"4224",3635,1,"chr16","2B","hsat2_B"
"4225",3640,1,"chr16","2B","hsat2_B"
"4226",3642,1,"chr16","2B","hsat2_B"
"4227",3643,1,"chr16","2B","hsat2_B"
"4228",3645,1,"chr16","2B","hsat2_B"
"4229",3658,1,"chr16","2B","hsat2_B"
"4230",3662,1,"chr16","2B","hsat2_B"
"4231",3665,1,"chr16","2B","hsat2_B"
"4232",3675,1,"chr16","2B","hsat2_B"
"4233",3688,1,"chr16","2B","hsat2_B"
"4234",3910,2,"chr16","2B","hsat2_B"
"4235",4093,1,"chr16","2B","hsat2_B"
"4236",0,5468,"chr17","2B","hsat2_B"
"4237",1,799,"chr17","2B","hsat2_B"
"4238",2,284,"chr17","2B","hsat2_B"
"4239",3,144,"chr17","2B","hsat2_B"
"4240",4,82,"chr17","2B","hsat2_B"
"4241",5,56,"chr17","2B","hsat2_B"
"4242",6,51,"chr17","2B","hsat2_B"
"4243",7,14,"chr17","2B","hsat2_B"
"4244",8,13,"chr17","2B","hsat2_B"
"4245",9,9,"chr17","2B","hsat2_B"
"4246",10,5,"chr17","2B","hsat2_B"
"4247",11,3,"chr17","2B","hsat2_B"
"4248",12,1,"chr17","2B","hsat2_B"
"4249",13,3,"chr17","2B","hsat2_B"
"4250",14,3,"chr17","2B","hsat2_B"
"4251",16,1,"chr17","2B","hsat2_B"
"4252",17,2,"chr17","2B","hsat2_B"
"4253",19,1,"chr17","2B","hsat2_B"
"4254",21,1,"chr17","2B","hsat2_B"
"4255",26,1,"chr17","2B","hsat2_B"
"4256",27,1,"chr17","2B","hsat2_B"
"4257",0,6942,"chr18","2B","hsat2_B"
"4258",0,6942,"chr19","2B","hsat2_B"
"4259",0,5325,"chr2","2B","hsat2_B"
"4260",1,453,"chr2","2B","hsat2_B"
"4261",2,266,"chr2","2B","hsat2_B"
"4262",3,229,"chr2","2B","hsat2_B"
"4263",4,118,"chr2","2B","hsat2_B"
"4264",5,105,"chr2","2B","hsat2_B"
"4265",6,41,"chr2","2B","hsat2_B"
"4266",7,44,"chr2","2B","hsat2_B"
"4267",8,37,"chr2","2B","hsat2_B"
"4268",9,21,"chr2","2B","hsat2_B"
"4269",10,18,"chr2","2B","hsat2_B"
"4270",11,17,"chr2","2B","hsat2_B"
"4271",12,10,"chr2","2B","hsat2_B"
"4272",13,12,"chr2","2B","hsat2_B"
"4273",14,7,"chr2","2B","hsat2_B"
"4274",15,7,"chr2","2B","hsat2_B"
"4275",16,5,"chr2","2B","hsat2_B"
"4276",17,7,"chr2","2B","hsat2_B"
"4277",18,6,"chr2","2B","hsat2_B"
"4278",19,10,"chr2","2B","hsat2_B"
"4279",20,2,"chr2","2B","hsat2_B"
"4280",21,1,"chr2","2B","hsat2_B"
"4281",22,7,"chr2","2B","hsat2_B"
"4282",23,5,"chr2","2B","hsat2_B"
"4283",24,2,"chr2","2B","hsat2_B"
"4284",25,1,"chr2","2B","hsat2_B"
"4285",26,1,"chr2","2B","hsat2_B"
"4286",27,1,"chr2","2B","hsat2_B"
"4287",28,1,"chr2","2B","hsat2_B"
"4288",36,1,"chr2","2B","hsat2_B"
"4289",39,1,"chr2","2B","hsat2_B"
"4290",40,5,"chr2","2B","hsat2_B"
"4291",41,5,"chr2","2B","hsat2_B"
"4292",42,3,"chr2","2B","hsat2_B"
"4293",43,1,"chr2","2B","hsat2_B"
"4294",44,2,"chr2","2B","hsat2_B"
"4295",46,1,"chr2","2B","hsat2_B"
"4296",47,1,"chr2","2B","hsat2_B"
"4297",53,2,"chr2","2B","hsat2_B"
"4298",56,3,"chr2","2B","hsat2_B"
"4299",57,1,"chr2","2B","hsat2_B"
"4300",58,2,"chr2","2B","hsat2_B"
"4301",63,2,"chr2","2B","hsat2_B"
"4302",64,3,"chr2","2B","hsat2_B"
"4303",65,1,"chr2","2B","hsat2_B"
"4304",66,4,"chr2","2B","hsat2_B"
"4305",67,6,"chr2","2B","hsat2_B"
"4306",68,1,"chr2","2B","hsat2_B"
"4307",69,5,"chr2","2B","hsat2_B"
"4308",70,4,"chr2","2B","hsat2_B"
"4309",71,3,"chr2","2B","hsat2_B"
"4310",72,2,"chr2","2B","hsat2_B"
"4311",73,6,"chr2","2B","hsat2_B"
"4312",74,9,"chr2","2B","hsat2_B"
"4313",75,5,"chr2","2B","hsat2_B"
"4314",76,3,"chr2","2B","hsat2_B"
"4315",77,9,"chr2","2B","hsat2_B"
"4316",78,4,"chr2","2B","hsat2_B"
"4317",79,1,"chr2","2B","hsat2_B"
"4318",80,2,"chr2","2B","hsat2_B"
"4319",81,4,"chr2","2B","hsat2_B"
"4320",85,1,"chr2","2B","hsat2_B"
"4321",86,1,"chr2","2B","hsat2_B"
"4322",87,1,"chr2","2B","hsat2_B"
"4323",88,4,"chr2","2B","hsat2_B"
"4324",89,4,"chr2","2B","hsat2_B"
"4325",90,4,"chr2","2B","hsat2_B"
"4326",91,5,"chr2","2B","hsat2_B"
"4327",92,3,"chr2","2B","hsat2_B"
"4328",93,4,"chr2","2B","hsat2_B"
"4329",94,1,"chr2","2B","hsat2_B"
"4330",95,1,"chr2","2B","hsat2_B"
"4331",96,1,"chr2","2B","hsat2_B"
"4332",99,1,"chr2","2B","hsat2_B"
"4333",101,2,"chr2","2B","hsat2_B"
"4334",102,1,"chr2","2B","hsat2_B"
"4335",104,1,"chr2","2B","hsat2_B"
"4336",106,1,"chr2","2B","hsat2_B"
"4337",110,2,"chr2","2B","hsat2_B"
"4338",111,1,"chr2","2B","hsat2_B"
"4339",113,1,"chr2","2B","hsat2_B"
"4340",115,1,"chr2","2B","hsat2_B"
"4341",118,1,"chr2","2B","hsat2_B"
"4342",119,2,"chr2","2B","hsat2_B"
"4343",120,2,"chr2","2B","hsat2_B"
"4344",121,2,"chr2","2B","hsat2_B"
"4345",125,1,"chr2","2B","hsat2_B"
"4346",126,1,"chr2","2B","hsat2_B"
"4347",139,1,"chr2","2B","hsat2_B"
"4348",140,1,"chr2","2B","hsat2_B"
"4349",141,1,"chr2","2B","hsat2_B"
"4350",143,1,"chr2","2B","hsat2_B"
"4351",144,1,"chr2","2B","hsat2_B"
"4352",146,1,"chr2","2B","hsat2_B"
"4353",147,1,"chr2","2B","hsat2_B"
"4354",148,1,"chr2","2B","hsat2_B"
"4355",151,1,"chr2","2B","hsat2_B"
"4356",152,1,"chr2","2B","hsat2_B"
"4357",153,1,"chr2","2B","hsat2_B"
"4358",155,2,"chr2","2B","hsat2_B"
"4359",157,1,"chr2","2B","hsat2_B"
"4360",158,2,"chr2","2B","hsat2_B"
"4361",159,1,"chr2","2B","hsat2_B"
"4362",160,1,"chr2","2B","hsat2_B"
"4363",161,1,"chr2","2B","hsat2_B"
"4364",163,1,"chr2","2B","hsat2_B"
"4365",173,1,"chr2","2B","hsat2_B"
"4366",181,1,"chr2","2B","hsat2_B"
"4367",182,1,"chr2","2B","hsat2_B"
"4368",183,1,"chr2","2B","hsat2_B"
"4369",197,1,"chr2","2B","hsat2_B"
"4370",203,1,"chr2","2B","hsat2_B"
"4371",228,1,"chr2","2B","hsat2_B"
"4372",235,2,"chr2","2B","hsat2_B"
"4373",241,1,"chr2","2B","hsat2_B"
"4374",254,1,"chr2","2B","hsat2_B"
"4375",0,6942,"chr20","2B","hsat2_B"
"4376",0,6942,"chr21","2B","hsat2_B"
"4377",0,5404,"chr22","2B","hsat2_B"
"4378",1,746,"chr22","2B","hsat2_B"
"4379",2,302,"chr22","2B","hsat2_B"
"4380",3,149,"chr22","2B","hsat2_B"
"4381",4,95,"chr22","2B","hsat2_B"
"4382",5,56,"chr22","2B","hsat2_B"
"4383",6,46,"chr22","2B","hsat2_B"
"4384",7,21,"chr22","2B","hsat2_B"
"4385",8,24,"chr22","2B","hsat2_B"
"4386",9,20,"chr22","2B","hsat2_B"
"4387",10,23,"chr22","2B","hsat2_B"
"4388",11,18,"chr22","2B","hsat2_B"
"4389",12,12,"chr22","2B","hsat2_B"
"4390",13,1,"chr22","2B","hsat2_B"
"4391",14,7,"chr22","2B","hsat2_B"
"4392",16,4,"chr22","2B","hsat2_B"
"4393",17,2,"chr22","2B","hsat2_B"
"4394",18,3,"chr22","2B","hsat2_B"
"4395",20,2,"chr22","2B","hsat2_B"
"4396",22,3,"chr22","2B","hsat2_B"
"4397",23,1,"chr22","2B","hsat2_B"
"4398",24,2,"chr22","2B","hsat2_B"
"4399",25,1,"chr22","2B","hsat2_B"
"4400",0,6942,"chr3","2B","hsat2_B"
"4401",0,6942,"chr4","2B","hsat2_B"
"4402",0,6942,"chr5","2B","hsat2_B"
"4403",0,6942,"chr6","2B","hsat2_B"
"4404",0,4715,"chr7","2B","hsat2_B"
"4405",1,603,"chr7","2B","hsat2_B"
"4406",2,396,"chr7","2B","hsat2_B"
"4407",3,241,"chr7","2B","hsat2_B"
"4408",4,180,"chr7","2B","hsat2_B"
"4409",5,172,"chr7","2B","hsat2_B"
"4410",6,131,"chr7","2B","hsat2_B"
"4411",7,71,"chr7","2B","hsat2_B"
"4412",8,74,"chr7","2B","hsat2_B"
"4413",9,44,"chr7","2B","hsat2_B"
"4414",10,43,"chr7","2B","hsat2_B"
"4415",11,26,"chr7","2B","hsat2_B"
"4416",12,23,"chr7","2B","hsat2_B"
"4417",13,25,"chr7","2B","hsat2_B"
"4418",14,26,"chr7","2B","hsat2_B"
"4419",15,28,"chr7","2B","hsat2_B"
"4420",16,20,"chr7","2B","hsat2_B"
"4421",17,23,"chr7","2B","hsat2_B"
"4422",18,16,"chr7","2B","hsat2_B"
"4423",19,12,"chr7","2B","hsat2_B"
"4424",20,12,"chr7","2B","hsat2_B"
"4425",21,4,"chr7","2B","hsat2_B"
"4426",22,4,"chr7","2B","hsat2_B"
"4427",23,7,"chr7","2B","hsat2_B"
"4428",24,5,"chr7","2B","hsat2_B"
"4429",25,1,"chr7","2B","hsat2_B"
"4430",26,2,"chr7","2B","hsat2_B"
"4431",27,4,"chr7","2B","hsat2_B"
"4432",28,1,"chr7","2B","hsat2_B"
"4433",29,2,"chr7","2B","hsat2_B"
"4434",31,4,"chr7","2B","hsat2_B"
"4435",33,3,"chr7","2B","hsat2_B"
"4436",34,2,"chr7","2B","hsat2_B"
"4437",35,3,"chr7","2B","hsat2_B"
"4438",36,3,"chr7","2B","hsat2_B"
"4439",37,2,"chr7","2B","hsat2_B"
"4440",38,2,"chr7","2B","hsat2_B"
"4441",40,1,"chr7","2B","hsat2_B"
"4442",41,2,"chr7","2B","hsat2_B"
"4443",44,1,"chr7","2B","hsat2_B"
"4444",47,1,"chr7","2B","hsat2_B"
"4445",51,1,"chr7","2B","hsat2_B"
"4446",53,1,"chr7","2B","hsat2_B"
"4447",56,1,"chr7","2B","hsat2_B"
"4448",59,1,"chr7","2B","hsat2_B"
"4449",60,2,"chr7","2B","hsat2_B"
"4450",69,1,"chr7","2B","hsat2_B"
"4451",0,6942,"chr8","2B","hsat2_B"
"4452",0,6070,"chr9","2B","hsat2_B"
"4453",1,549,"chr9","2B","hsat2_B"
"4454",2,180,"chr9","2B","hsat2_B"
"4455",3,62,"chr9","2B","hsat2_B"
"4456",4,33,"chr9","2B","hsat2_B"
"4457",5,20,"chr9","2B","hsat2_B"
"4458",6,15,"chr9","2B","hsat2_B"
"4459",7,6,"chr9","2B","hsat2_B"
"4460",8,2,"chr9","2B","hsat2_B"
"4461",9,5,"chr9","2B","hsat2_B"
"4462",0,6942,"chrX","2B","hsat2_B"
"4463",0,6942,"chrY","2B","hsat2_B"
"4464",0,446,"chr1","3A1","hsat2_B"
"4465",0,446,"chr10","3A1","hsat2_B"
"4466",0,446,"chr11","3A1","hsat2_B"
"4467",0,446,"chr12","3A1","hsat2_B"
"4468",0,446,"chr13","3A1","hsat2_B"
"4469",0,446,"chr14","3A1","hsat2_B"
"4470",0,446,"chr15","3A1","hsat2_B"
"4471",0,432,"chr16","3A1","hsat2_B"
"4472",1,14,"chr16","3A1","hsat2_B"
"4473",0,446,"chr17","3A1","hsat2_B"
"4474",0,446,"chr18","3A1","hsat2_B"
"4475",0,446,"chr19","3A1","hsat2_B"
"4476",0,446,"chr2","3A1","hsat2_B"
"4477",0,446,"chr20","3A1","hsat2_B"
"4478",0,446,"chr21","3A1","hsat2_B"
"4479",0,446,"chr22","3A1","hsat2_B"
"4480",0,446,"chr3","3A1","hsat2_B"
"4481",0,446,"chr4","3A1","hsat2_B"
"4482",0,446,"chr5","3A1","hsat2_B"
"4483",0,446,"chr6","3A1","hsat2_B"
"4484",0,436,"chr7","3A1","hsat2_B"
"4485",1,10,"chr7","3A1","hsat2_B"
"4486",0,446,"chr8","3A1","hsat2_B"
"4487",0,446,"chr9","3A1","hsat2_B"
"4488",0,446,"chrX","3A1","hsat2_B"
"4489",0,446,"chrY","3A1","hsat2_B"
"4490",0,756,"chr1","3A2","hsat2_B"
"4491",0,755,"chr10","3A2","hsat2_B"
"4492",1,1,"chr10","3A2","hsat2_B"
"4493",0,756,"chr11","3A2","hsat2_B"
"4494",0,756,"chr12","3A2","hsat2_B"
"4495",0,756,"chr13","3A2","hsat2_B"
"4496",0,756,"chr14","3A2","hsat2_B"
"4497",0,756,"chr15","3A2","hsat2_B"
"4498",0,756,"chr16","3A2","hsat2_B"
"4499",0,756,"chr17","3A2","hsat2_B"
"4500",0,756,"chr18","3A2","hsat2_B"
"4501",0,756,"chr19","3A2","hsat2_B"
"4502",0,756,"chr2","3A2","hsat2_B"
"4503",0,756,"chr20","3A2","hsat2_B"
"4504",0,756,"chr21","3A2","hsat2_B"
"4505",0,756,"chr22","3A2","hsat2_B"
"4506",0,756,"chr3","3A2","hsat2_B"
"4507",0,756,"chr4","3A2","hsat2_B"
"4508",0,756,"chr5","3A2","hsat2_B"
"4509",0,756,"chr6","3A2","hsat2_B"
"4510",0,756,"chr7","3A2","hsat2_B"
"4511",0,756,"chr8","3A2","hsat2_B"
"4512",0,756,"chr9","3A2","hsat2_B"
"4513",0,756,"chrX","3A2","hsat2_B"
"4514",0,756,"chrY","3A2","hsat2_B"
"4515",0,6554,"chr1","3A3","hsat2_B"
"4516",0,6554,"chr10","3A3","hsat2_B"
"4517",0,6554,"chr11","3A3","hsat2_B"
"4518",0,6554,"chr12","3A3","hsat2_B"
"4519",0,6554,"chr13","3A3","hsat2_B"
"4520",0,6554,"chr14","3A3","hsat2_B"
"4521",0,6554,"chr15","3A3","hsat2_B"
"4522",0,6552,"chr16","3A3","hsat2_B"
"4523",1,2,"chr16","3A3","hsat2_B"
"4524",0,6554,"chr17","3A3","hsat2_B"
"4525",0,6554,"chr18","3A3","hsat2_B"
"4526",0,6554,"chr19","3A3","hsat2_B"
"4527",0,6554,"chr2","3A3","hsat2_B"
"4528",0,6554,"chr20","3A3","hsat2_B"
"4529",0,6554,"chr21","3A3","hsat2_B"
"4530",0,6553,"chr22","3A3","hsat2_B"
"4531",1,1,"chr22","3A3","hsat2_B"
"4532",0,6554,"chr3","3A3","hsat2_B"
"4533",0,6554,"chr4","3A3","hsat2_B"
"4534",0,6554,"chr5","3A3","hsat2_B"
"4535",0,6554,"chr6","3A3","hsat2_B"
"4536",0,6550,"chr7","3A3","hsat2_B"
"4537",1,4,"chr7","3A3","hsat2_B"
"4538",0,6554,"chr8","3A3","hsat2_B"
"4539",0,6554,"chr9","3A3","hsat2_B"
"4540",0,6554,"chrX","3A3","hsat2_B"
"4541",0,6554,"chrY","3A3","hsat2_B"
"4542",0,65,"chr1","3A4","hsat2_B"
"4543",0,62,"chr10","3A4","hsat2_B"
"4544",1,3,"chr10","3A4","hsat2_B"
"4545",0,65,"chr11","3A4","hsat2_B"
"4546",0,65,"chr12","3A4","hsat2_B"
"4547",0,65,"chr13","3A4","hsat2_B"
"4548",0,65,"chr14","3A4","hsat2_B"
"4549",0,65,"chr15","3A4","hsat2_B"
"4550",0,65,"chr16","3A4","hsat2_B"
"4551",0,65,"chr17","3A4","hsat2_B"
"4552",0,65,"chr18","3A4","hsat2_B"
"4553",0,65,"chr19","3A4","hsat2_B"
"4554",0,65,"chr2","3A4","hsat2_B"
"4555",0,65,"chr20","3A4","hsat2_B"
"4556",0,65,"chr21","3A4","hsat2_B"
"4557",0,65,"chr22","3A4","hsat2_B"
"4558",0,65,"chr3","3A4","hsat2_B"
"4559",0,65,"chr4","3A4","hsat2_B"
"4560",0,65,"chr5","3A4","hsat2_B"
"4561",0,65,"chr6","3A4","hsat2_B"
"4562",0,62,"chr7","3A4","hsat2_B"
"4563",1,3,"chr7","3A4","hsat2_B"
"4564",0,65,"chr8","3A4","hsat2_B"
"4565",0,65,"chr9","3A4","hsat2_B"
"4566",0,65,"chrX","3A4","hsat2_B"
"4567",0,65,"chrY","3A4","hsat2_B"
"4568",0,956,"chr1","3A5","hsat2_B"
"4569",0,956,"chr10","3A5","hsat2_B"
"4570",0,956,"chr11","3A5","hsat2_B"
"4571",0,956,"chr12","3A5","hsat2_B"
"4572",0,956,"chr13","3A5","hsat2_B"
"4573",0,956,"chr14","3A5","hsat2_B"
"4574",0,956,"chr15","3A5","hsat2_B"
"4575",0,956,"chr16","3A5","hsat2_B"
"4576",0,956,"chr17","3A5","hsat2_B"
"4577",0,956,"chr18","3A5","hsat2_B"
"4578",0,956,"chr19","3A5","hsat2_B"
"4579",0,956,"chr2","3A5","hsat2_B"
"4580",0,956,"chr20","3A5","hsat2_B"
"4581",0,956,"chr21","3A5","hsat2_B"
"4582",0,956,"chr22","3A5","hsat2_B"
"4583",0,956,"chr3","3A5","hsat2_B"
"4584",0,956,"chr4","3A5","hsat2_B"
"4585",0,956,"chr5","3A5","hsat2_B"
"4586",0,956,"chr6","3A5","hsat2_B"
"4587",0,956,"chr7","3A5","hsat2_B"
"4588",0,956,"chr8","3A5","hsat2_B"
"4589",0,956,"chr9","3A5","hsat2_B"
"4590",0,956,"chrX","3A5","hsat2_B"
"4591",0,956,"chrY","3A5","hsat2_B"
"4592",0,2696,"chr1","3A6","hsat2_B"
"4593",0,2696,"chr10","3A6","hsat2_B"
"4594",0,2696,"chr11","3A6","hsat2_B"
"4595",0,2696,"chr12","3A6","hsat2_B"
"4596",0,2696,"chr13","3A6","hsat2_B"
"4597",0,2696,"chr14","3A6","hsat2_B"
"4598",0,2696,"chr15","3A6","hsat2_B"
"4599",0,2696,"chr16","3A6","hsat2_B"
"4600",0,2696,"chr17","3A6","hsat2_B"
"4601",0,2696,"chr18","3A6","hsat2_B"
"4602",0,2696,"chr19","3A6","hsat2_B"
"4603",0,2696,"chr2","3A6","hsat2_B"
"4604",0,2696,"chr20","3A6","hsat2_B"
"4605",0,2696,"chr21","3A6","hsat2_B"
"4606",0,2696,"chr22","3A6","hsat2_B"
"4607",0,2696,"chr3","3A6","hsat2_B"
"4608",0,2696,"chr4","3A6","hsat2_B"
"4609",0,2696,"chr5","3A6","hsat2_B"
"4610",0,2696,"chr6","3A6","hsat2_B"
"4611",0,2696,"chr7","3A6","hsat2_B"
"4612",0,2696,"chr8","3A6","hsat2_B"
"4613",0,2696,"chr9","3A6","hsat2_B"
"4614",0,2696,"chrX","3A6","hsat2_B"
"4615",0,2696,"chrY","3A6","hsat2_B"
"4616",0,2689,"chr1","3B1","hsat2_B"
"4617",0,2689,"chr10","3B1","hsat2_B"
"4618",0,2689,"chr11","3B1","hsat2_B"
"4619",0,2689,"chr12","3B1","hsat2_B"
"4620",0,2689,"chr13","3B1","hsat2_B"
"4621",0,2689,"chr14","3B1","hsat2_B"
"4622",0,2689,"chr15","3B1","hsat2_B"
"4623",0,2688,"chr16","3B1","hsat2_B"
"4624",8,1,"chr16","3B1","hsat2_B"
"4625",0,2689,"chr17","3B1","hsat2_B"
"4626",0,2689,"chr18","3B1","hsat2_B"
"4627",0,2689,"chr19","3B1","hsat2_B"
"4628",0,2689,"chr2","3B1","hsat2_B"
"4629",0,2689,"chr20","3B1","hsat2_B"
"4630",0,2689,"chr21","3B1","hsat2_B"
"4631",0,2689,"chr22","3B1","hsat2_B"
"4632",0,2689,"chr3","3B1","hsat2_B"
"4633",0,2689,"chr4","3B1","hsat2_B"
"4634",0,2689,"chr5","3B1","hsat2_B"
"4635",0,2689,"chr6","3B1","hsat2_B"
"4636",0,2686,"chr7","3B1","hsat2_B"
"4637",1,3,"chr7","3B1","hsat2_B"
"4638",0,2689,"chr8","3B1","hsat2_B"
"4639",0,2689,"chr9","3B1","hsat2_B"
"4640",0,2689,"chrX","3B1","hsat2_B"
"4641",0,2689,"chrY","3B1","hsat2_B"
"4642",0,3183,"chr1","3B2","hsat2_B"
"4643",0,3183,"chr10","3B2","hsat2_B"
"4644",0,3183,"chr11","3B2","hsat2_B"
"4645",0,3183,"chr12","3B2","hsat2_B"
"4646",0,3183,"chr13","3B2","hsat2_B"
"4647",0,3183,"chr14","3B2","hsat2_B"
"4648",0,3183,"chr15","3B2","hsat2_B"
"4649",0,3181,"chr16","3B2","hsat2_B"
"4650",1,2,"chr16","3B2","hsat2_B"
"4651",0,3183,"chr17","3B2","hsat2_B"
"4652",0,3183,"chr18","3B2","hsat2_B"
"4653",0,3183,"chr19","3B2","hsat2_B"
"4654",0,3183,"chr2","3B2","hsat2_B"
"4655",0,3183,"chr20","3B2","hsat2_B"
"4656",0,3183,"chr21","3B2","hsat2_B"
"4657",0,3182,"chr22","3B2","hsat2_B"
"4658",1,1,"chr22","3B2","hsat2_B"
"4659",0,3183,"chr3","3B2","hsat2_B"
"4660",0,3183,"chr4","3B2","hsat2_B"
"4661",0,3183,"chr5","3B2","hsat2_B"
"4662",0,3183,"chr6","3B2","hsat2_B"
"4663",0,3181,"chr7","3B2","hsat2_B"
"4664",1,2,"chr7","3B2","hsat2_B"
"4665",0,3183,"chr8","3B2","hsat2_B"
"4666",0,3183,"chr9","3B2","hsat2_B"
"4667",0,3183,"chrX","3B2","hsat2_B"
"4668",0,3183,"chrY","3B2","hsat2_B"
"4669",0,532,"chr1","3B3","hsat2_B"
"4670",0,532,"chr10","3B3","hsat2_B"
"4671",0,532,"chr11","3B3","hsat2_B"
"4672",0,532,"chr12","3B3","hsat2_B"
"4673",0,532,"chr13","3B3","hsat2_B"
"4674",0,532,"chr14","3B3","hsat2_B"
"4675",0,532,"chr15","3B3","hsat2_B"
"4676",0,532,"chr16","3B3","hsat2_B"
"4677",0,532,"chr17","3B3","hsat2_B"
"4678",0,532,"chr18","3B3","hsat2_B"
"4679",0,532,"chr19","3B3","hsat2_B"
"4680",0,532,"chr2","3B3","hsat2_B"
"4681",0,532,"chr20","3B3","hsat2_B"
"4682",0,532,"chr21","3B3","hsat2_B"
"4683",0,532,"chr22","3B3","hsat2_B"
"4684",0,532,"chr3","3B3","hsat2_B"
"4685",0,532,"chr4","3B3","hsat2_B"
"4686",0,532,"chr5","3B3","hsat2_B"
"4687",0,532,"chr6","3B3","hsat2_B"
"4688",0,532,"chr7","3B3","hsat2_B"
"4689",0,532,"chr8","3B3","hsat2_B"
"4690",0,532,"chr9","3B3","hsat2_B"
"4691",0,532,"chrX","3B3","hsat2_B"
"4692",0,532,"chrY","3B3","hsat2_B"
"4693",0,1238,"chr1","3B4","hsat2_B"
"4694",0,1238,"chr10","3B4","hsat2_B"
"4695",0,1238,"chr11","3B4","hsat2_B"
"4696",0,1238,"chr12","3B4","hsat2_B"
"4697",0,1238,"chr13","3B4","hsat2_B"
"4698",0,1238,"chr14","3B4","hsat2_B"
"4699",0,1238,"chr15","3B4","hsat2_B"
"4700",0,1238,"chr16","3B4","hsat2_B"
"4701",0,1238,"chr17","3B4","hsat2_B"
"4702",0,1238,"chr18","3B4","hsat2_B"
"4703",0,1238,"chr19","3B4","hsat2_B"
"4704",0,1238,"chr2","3B4","hsat2_B"
"4705",0,1238,"chr20","3B4","hsat2_B"
"4706",0,1238,"chr21","3B4","hsat2_B"
"4707",0,1238,"chr22","3B4","hsat2_B"
"4708",0,1238,"chr3","3B4","hsat2_B"
"4709",0,1238,"chr4","3B4","hsat2_B"
"4710",0,1238,"chr5","3B4","hsat2_B"
"4711",0,1238,"chr6","3B4","hsat2_B"
"4712",0,1238,"chr7","3B4","hsat2_B"
"4713",0,1238,"chr8","3B4","hsat2_B"
"4714",0,1238,"chr9","3B4","hsat2_B"
"4715",0,1238,"chrX","3B4","hsat2_B"
"4716",0,1238,"chrY","3B4","hsat2_B"
"4717",0,945,"chr1","3B5","hsat2_B"
"4718",0,945,"chr10","3B5","hsat2_B"
"4719",0,945,"chr11","3B5","hsat2_B"
"4720",0,945,"chr12","3B5","hsat2_B"
"4721",0,945,"chr13","3B5","hsat2_B"
"4722",0,945,"chr14","3B5","hsat2_B"
"4723",0,945,"chr15","3B5","hsat2_B"
"4724",0,944,"chr16","3B5","hsat2_B"
"4725",1,1,"chr16","3B5","hsat2_B"
"4726",0,945,"chr17","3B5","hsat2_B"
"4727",0,945,"chr18","3B5","hsat2_B"
"4728",0,945,"chr19","3B5","hsat2_B"
"4729",0,944,"chr2","3B5","hsat2_B"
"4730",7,1,"chr2","3B5","hsat2_B"
"4731",0,945,"chr20","3B5","hsat2_B"
"4732",0,945,"chr21","3B5","hsat2_B"
"4733",0,945,"chr22","3B5","hsat2_B"
"4734",0,945,"chr3","3B5","hsat2_B"
"4735",0,945,"chr4","3B5","hsat2_B"
"4736",0,945,"chr5","3B5","hsat2_B"
"4737",0,945,"chr6","3B5","hsat2_B"
"4738",0,942,"chr7","3B5","hsat2_B"
"4739",1,2,"chr7","3B5","hsat2_B"
"4740",3,1,"chr7","3B5","hsat2_B"
"4741",0,945,"chr8","3B5","hsat2_B"
"4742",0,945,"chr9","3B5","hsat2_B"
"4743",0,945,"chrX","3B5","hsat2_B"
