project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	a260_a280_ratio	amount	analyte_quantity	analyte_type	analyte_type_id	analyte_volume	concentration	experimental_protocol_type	normal_tumor_genotype_snp_match	ribosomal_rna_28s_16s_ratio	rna_integrity_number	spectrophotometer_method	state	well_number
TCGA-SARC	2cacd9d0-8414-4f17-8259-c9d838597f39	TCGA-DX-A3LW	58a401d6-9abb-4e3d-b12e-c29ae301dc45	TCGA-DX-A3LW-10A	76c79b6c-9197-45a6-aba7-ae1051ce62f6	TCGA-DX-A3LW-10A-01	275e131a-8ba6-4446-83dc-2b43be271c4e	TCGA-DX-A3LW-10A-01D	'--	'--	'--	DNA	D	'--	0.14	'--	Yes	'--	'--	PicoGreen	released	'--
TCGA-SARC	2cacd9d0-8414-4f17-8259-c9d838597f39	TCGA-DX-A3LW	58a401d6-9abb-4e3d-b12e-c29ae301dc45	TCGA-DX-A3LW-10A	76c79b6c-9197-45a6-aba7-ae1051ce62f6	TCGA-DX-A3LW-10A-01	5c5d9e79-42e9-4e9d-a8a5-4e64a4cdd994	TCGA-DX-A3LW-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	Yes	'--	'--	'--	released	'--
TCGA-SARC	2cacd9d0-8414-4f17-8259-c9d838597f39	TCGA-DX-A3LW	e25b5088-a3d4-4f3c-8335-308c571f6a30	TCGA-DX-A3LW-01A	1d768819-91c6-4c05-b973-8f3f2a24433e	TCGA-DX-A3LW-01A-21	4e103504-c704-46e4-81ad-c89e735ca8a0	TCGA-DX-A3LW-01A-21W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	Yes	'--	'--	'--	released	'--
TCGA-SARC	2cacd9d0-8414-4f17-8259-c9d838597f39	TCGA-DX-A3LW	e25b5088-a3d4-4f3c-8335-308c571f6a30	TCGA-DX-A3LW-01A	1d768819-91c6-4c05-b973-8f3f2a24433e	TCGA-DX-A3LW-01A-21	ce1dd1c3-9bf3-4c5f-993b-69e968437869	TCGA-DX-A3LW-01A-21R	1.8	'--	'--	RNA	R	'--	0.15	'--	Yes	1.2	'--	UV Spec	released	'--
TCGA-SARC	2cacd9d0-8414-4f17-8259-c9d838597f39	TCGA-DX-A3LW	e25b5088-a3d4-4f3c-8335-308c571f6a30	TCGA-DX-A3LW-01A	1d768819-91c6-4c05-b973-8f3f2a24433e	TCGA-DX-A3LW-01A-21	e9fa0785-8e7a-4e7b-ab3c-815223bf6077	TCGA-DX-A3LW-01A-21D	'--	'--	'--	DNA	D	'--	0.16	'--	Yes	'--	'--	PicoGreen	released	'--
TCGA-SARC	2cacd9d0-8414-4f17-8259-c9d838597f39	TCGA-DX-A3LW	e25b5088-a3d4-4f3c-8335-308c571f6a30	TCGA-DX-A3LW-01A	d62d7401-235e-48ce-80ef-3ee163de9b0d	TCGA-DX-A3LW-01A-12	98e53050-2ec7-4bb3-915f-5fb99034d9f1	TCGA-DX-A3LW-01A-12D	'--	'--	'--	DNA	D	'--	0.16	'--	Yes	'--	'--	PicoGreen	released	'--
TCGA-SARC	2ff6aede-7bcd-440b-99ab-7a023faf658e	TCGA-DX-A2J0	415ce513-c8a5-400d-aebe-05b9d7d60eae	TCGA-DX-A2J0-10A	731ffa03-1a1c-42db-a81d-a64ee1b3aacf	TCGA-DX-A2J0-10A-01	689931ed-e04e-4011-8601-547e954c5d0f	TCGA-DX-A2J0-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	Yes	'--	'--	'--	released	'--
TCGA-SARC	2ff6aede-7bcd-440b-99ab-7a023faf658e	TCGA-DX-A2J0	415ce513-c8a5-400d-aebe-05b9d7d60eae	TCGA-DX-A2J0-10A	731ffa03-1a1c-42db-a81d-a64ee1b3aacf	TCGA-DX-A2J0-10A-01	9092fe06-ff21-43e0-a240-cf6d175fb5ce	TCGA-DX-A2J0-10A-01D	'--	'--	'--	DNA	D	'--	0.17	'--	Yes	'--	'--	PicoGreen	released	'--
TCGA-SARC	2ff6aede-7bcd-440b-99ab-7a023faf658e	TCGA-DX-A2J0	a8673ba9-ef34-42ca-a73e-1efb4f186e88	TCGA-DX-A2J0-01A	ef7029db-93f0-433f-ad2d-3f22398fffd6	TCGA-DX-A2J0-01A-11	82573108-bcdc-41c0-99e9-340cea675b9c	TCGA-DX-A2J0-01A-11R	1.79	'--	'--	RNA	R	'--	0.17	'--	Yes	1.2	'--	UV Spec	released	'--
TCGA-SARC	2ff6aede-7bcd-440b-99ab-7a023faf658e	TCGA-DX-A2J0	a8673ba9-ef34-42ca-a73e-1efb4f186e88	TCGA-DX-A2J0-01A	ef7029db-93f0-433f-ad2d-3f22398fffd6	TCGA-DX-A2J0-01A-11	d6cd360e-4074-4b2a-95e1-4ed24b6606f8	TCGA-DX-A2J0-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	Yes	'--	'--	'--	released	'--
TCGA-SARC	2ff6aede-7bcd-440b-99ab-7a023faf658e	TCGA-DX-A2J0	a8673ba9-ef34-42ca-a73e-1efb4f186e88	TCGA-DX-A2J0-01A	ef7029db-93f0-433f-ad2d-3f22398fffd6	TCGA-DX-A2J0-01A-11	e2731c7c-8ec2-4832-a21b-2f3cd61de0db	TCGA-DX-A2J0-01A-11D	'--	'--	'--	DNA	D	'--	0.15	'--	Yes	'--	'--	PicoGreen	released	'--
TCGA-SARC	3505f91d-bc66-4732-84b6-18c5b32ca6b8	TCGA-DX-A3LY	191f71af-125b-4541-b4cf-8375fe22f0f6	TCGA-DX-A3LY-10B	bccfac5e-b834-4ff0-bbb8-90972a359a04	TCGA-DX-A3LY-10B-01	d659aae3-9dd5-4ad9-80e5-6ef547befbb7	TCGA-DX-A3LY-10B-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-SARC	3505f91d-bc66-4732-84b6-18c5b32ca6b8	TCGA-DX-A3LY	191f71af-125b-4541-b4cf-8375fe22f0f6	TCGA-DX-A3LY-10B	bccfac5e-b834-4ff0-bbb8-90972a359a04	TCGA-DX-A3LY-10B-01	e8a6d14d-4e1a-4f72-9c9f-379d17b9ca1b	TCGA-DX-A3LY-10B-01D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-SARC	3505f91d-bc66-4732-84b6-18c5b32ca6b8	TCGA-DX-A3LY	a5697d2c-8e1a-42be-8ebf-e57d6919ba65	TCGA-DX-A3LY-01B	f7f6fbdb-3986-4d7e-93f2-ed90cc3f49a2	TCGA-DX-A3LY-01B-11	128b5de0-a81e-4461-aa2c-b542e77edba4	TCGA-DX-A3LY-01B-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-SARC	3505f91d-bc66-4732-84b6-18c5b32ca6b8	TCGA-DX-A3LY	a5697d2c-8e1a-42be-8ebf-e57d6919ba65	TCGA-DX-A3LY-01B	f7f6fbdb-3986-4d7e-93f2-ed90cc3f49a2	TCGA-DX-A3LY-01B-11	220684b2-c9fb-4daf-9f3e-ebaabb9a936b	TCGA-DX-A3LY-01B-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-SARC	3505f91d-bc66-4732-84b6-18c5b32ca6b8	TCGA-DX-A3LY	a5697d2c-8e1a-42be-8ebf-e57d6919ba65	TCGA-DX-A3LY-01B	f7f6fbdb-3986-4d7e-93f2-ed90cc3f49a2	TCGA-DX-A3LY-01B-11	7224652a-1b8a-4bc0-a8d7-ebe8e26ac684	TCGA-DX-A3LY-01B-11R	1.8	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.7	7.9	UV Spec	released	'--
TCGA-SARC	3505f91d-bc66-4732-84b6-18c5b32ca6b8	TCGA-DX-A3LY	b7b8e792-f7ef-4a5f-9560-f570260066d1	TCGA-DX-A3LY-10A	00a36c29-057b-4c38-8ad4-cec2435fe182	TCGA-DX-A3LY-10A-01	f9629df2-2077-4939-b3f4-b32b9ca72dea	TCGA-DX-A3LY-10A-01D	'--	'--	'--	DNA	D	'--	0.06	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-SARC	3608bfbb-2a92-4ec2-a330-bf4790a8b65c	TCGA-DX-A240	8acaf190-5a0d-440c-9c9a-b9eabdf661be	TCGA-DX-A240-01A	4b5b5994-c016-4581-b3b4-418b4381260f	TCGA-DX-A240-01A-32	63a29a3f-bcca-40bb-90dd-6e8929b3f82b	TCGA-DX-A240-01A-32W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	Yes	'--	'--	'--	released	'--
TCGA-SARC	3608bfbb-2a92-4ec2-a330-bf4790a8b65c	TCGA-DX-A240	8acaf190-5a0d-440c-9c9a-b9eabdf661be	TCGA-DX-A240-01A	bc7fa171-568e-4756-a388-702079cc388d	TCGA-DX-A240-01A-03	08fd4425-3c46-4431-9355-dd163be784cb	TCGA-DX-A240-01A-32R	1.79	'--	'--	RNA	R	'--	0.16	'--	Yes	1.6	'--	UV Spec	released	'--
TCGA-SARC	3608bfbb-2a92-4ec2-a330-bf4790a8b65c	TCGA-DX-A240	8acaf190-5a0d-440c-9c9a-b9eabdf661be	TCGA-DX-A240-01A	bc7fa171-568e-4756-a388-702079cc388d	TCGA-DX-A240-01A-03	200b2f9b-3209-4e7b-861f-4fd22276781d	TCGA-DX-A240-01A-32D	'--	'--	'--	DNA	D	'--	0.17	'--	Yes	'--	'--	PicoGreen	released	'--
TCGA-SARC	3608bfbb-2a92-4ec2-a330-bf4790a8b65c	TCGA-DX-A240	be056c34-ef56-4526-a595-f81dbde87a3d	TCGA-DX-A240-10A	479ca39e-46cf-4269-94bd-28c435536935	TCGA-DX-A240-10A-01	11153eab-d981-4aeb-abd0-1cb3d523540c	TCGA-DX-A240-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	Yes	'--	'--	'--	released	'--
TCGA-SARC	3608bfbb-2a92-4ec2-a330-bf4790a8b65c	TCGA-DX-A240	be056c34-ef56-4526-a595-f81dbde87a3d	TCGA-DX-A240-10A	479ca39e-46cf-4269-94bd-28c435536935	TCGA-DX-A240-10A-01	53b2f153-184e-42ea-8728-e062b7fd30c0	TCGA-DX-A240-10A-01D	'--	'--	'--	DNA	D	'--	0.17	'--	Yes	'--	'--	PicoGreen	released	'--
TCGA-CESC	00ad0ffe-2105-4829-a495-1c2aceb5bb31	TCGA-EK-A2R9	7efd873d-8165-40f8-a07d-69cfd68a491e	TCGA-EK-A2R9-01A	31858d24-d726-4a77-a0f0-6f1b835d2593	TCGA-EK-A2R9-01A-11	3b5cd5d8-6a51-4e02-9f04-7cee3f33f28a	TCGA-EK-A2R9-01A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-CESC	00ad0ffe-2105-4829-a495-1c2aceb5bb31	TCGA-EK-A2R9	7efd873d-8165-40f8-a07d-69cfd68a491e	TCGA-EK-A2R9-01A	31858d24-d726-4a77-a0f0-6f1b835d2593	TCGA-EK-A2R9-01A-11	edf20bd3-7453-4b80-8302-2b413d180a9a	TCGA-EK-A2R9-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-CESC	00ad0ffe-2105-4829-a495-1c2aceb5bb31	TCGA-EK-A2R9	7efd873d-8165-40f8-a07d-69cfd68a491e	TCGA-EK-A2R9-01A	31858d24-d726-4a77-a0f0-6f1b835d2593	TCGA-EK-A2R9-01A-11	f745f40e-49c6-4bc8-8485-f881004e8578	TCGA-EK-A2R9-01A-11R	1.88	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.1	7.9	UV Spec	released	'--
TCGA-CESC	00ad0ffe-2105-4829-a495-1c2aceb5bb31	TCGA-EK-A2R9	996ad494-90b1-4ac7-9339-dd4acf5af472	TCGA-EK-A2R9-10A	a6695e3f-85b1-40d5-beb9-5f07f10927ca	TCGA-EK-A2R9-10A-01	2fdab1b4-4243-42c2-b93a-82b6bbc63a5f	TCGA-EK-A2R9-10A-01D	'--	'--	'--	DNA	D	'--	0.17	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-CESC	00ad0ffe-2105-4829-a495-1c2aceb5bb31	TCGA-EK-A2R9	996ad494-90b1-4ac7-9339-dd4acf5af472	TCGA-EK-A2R9-10A	a6695e3f-85b1-40d5-beb9-5f07f10927ca	TCGA-EK-A2R9-10A-01	cbc79948-751b-4fe5-a0ed-2254c3184cb7	TCGA-EK-A2R9-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-CESC	00bca18c-b3d4-45a3-8f19-034cc40449a4	TCGA-C5-A2LV	6feafb61-d586-4e88-84d1-dfb715aefdc6	TCGA-C5-A2LV-10A	b5615f56-202e-401d-ad7b-3d6445197ef1	TCGA-C5-A2LV-10A-01	368ebb69-58c7-4a45-9f3a-fd2f03502030	TCGA-C5-A2LV-10A-01D	'--	'--	'--	DNA	D	'--	0.17	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-CESC	00bca18c-b3d4-45a3-8f19-034cc40449a4	TCGA-C5-A2LV	6feafb61-d586-4e88-84d1-dfb715aefdc6	TCGA-C5-A2LV-10A	b5615f56-202e-401d-ad7b-3d6445197ef1	TCGA-C5-A2LV-10A-01	b7736943-2420-4db5-aeeb-9ee94ce885e3	TCGA-C5-A2LV-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-CESC	00bca18c-b3d4-45a3-8f19-034cc40449a4	TCGA-C5-A2LV	cbad0c55-915a-4f65-b040-57111ead3bde	TCGA-C5-A2LV-01A	0e5925e0-2d6b-424c-bea5-9f2da1285e6e	TCGA-C5-A2LV-01A-11	211cff70-d798-42ec-b5f6-073715b47107	TCGA-C5-A2LV-01A-11R	1.84	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.1	7.0	UV Spec	released	'--
TCGA-CESC	00bca18c-b3d4-45a3-8f19-034cc40449a4	TCGA-C5-A2LV	cbad0c55-915a-4f65-b040-57111ead3bde	TCGA-C5-A2LV-01A	0e5925e0-2d6b-424c-bea5-9f2da1285e6e	TCGA-C5-A2LV-01A-11	2beebe5f-d09e-49e9-a02f-12e2af381987	TCGA-C5-A2LV-01A-11D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-CESC	00bca18c-b3d4-45a3-8f19-034cc40449a4	TCGA-C5-A2LV	cbad0c55-915a-4f65-b040-57111ead3bde	TCGA-C5-A2LV-01A	0e5925e0-2d6b-424c-bea5-9f2da1285e6e	TCGA-C5-A2LV-01A-11	f1c6892c-f0c1-47a9-9bfc-1cf14cc2d2b3	TCGA-C5-A2LV-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-CESC	0809ba8b-4ab6-4f43-934c-c1ccbc014a7e	TCGA-EK-A2PK	5f613800-55df-497f-a544-5b12cb9446ce	TCGA-EK-A2PK-01A	c519ac88-b5d6-468d-8914-4745902a50f8	TCGA-EK-A2PK-01A-11	56cb2704-ca5b-4d6b-99a2-31406e8215c2	TCGA-EK-A2PK-01A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-CESC	0809ba8b-4ab6-4f43-934c-c1ccbc014a7e	TCGA-EK-A2PK	5f613800-55df-497f-a544-5b12cb9446ce	TCGA-EK-A2PK-01A	c519ac88-b5d6-468d-8914-4745902a50f8	TCGA-EK-A2PK-01A-11	60490163-3e2f-44fb-b0ad-bf4e441304d6	TCGA-EK-A2PK-01A-11R	1.81	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.1	7.8	UV Spec	released	'--
TCGA-CESC	0809ba8b-4ab6-4f43-934c-c1ccbc014a7e	TCGA-EK-A2PK	5f613800-55df-497f-a544-5b12cb9446ce	TCGA-EK-A2PK-01A	c519ac88-b5d6-468d-8914-4745902a50f8	TCGA-EK-A2PK-01A-11	70b5259d-1de5-47f5-b2b3-41321305c842	TCGA-EK-A2PK-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-CESC	0809ba8b-4ab6-4f43-934c-c1ccbc014a7e	TCGA-EK-A2PK	8ac65e67-e498-4771-b362-a76c57bb5895	TCGA-EK-A2PK-10A	0220c400-4449-4cca-9d33-1df3699111bd	TCGA-EK-A2PK-10A-01	6b543f14-8011-4a43-91e4-c775bbf35a55	TCGA-EK-A2PK-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-CESC	0809ba8b-4ab6-4f43-934c-c1ccbc014a7e	TCGA-EK-A2PK	8ac65e67-e498-4771-b362-a76c57bb5895	TCGA-EK-A2PK-10A	0220c400-4449-4cca-9d33-1df3699111bd	TCGA-EK-A2PK-10A-01	abfe3f89-fc1a-4316-95bd-5dc4a710e58e	TCGA-EK-A2PK-10A-01D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LUSC	adc853b1-b8bf-488c-a1e2-e95603459b55	TCGA-98-8022	832c6915-9eb8-49b2-b64d-66b955b2356a	TCGA-98-8022-11A	5551a6e7-2822-44f8-af21-0c40f156fd43	TCGA-98-8022-11A-01	2bf62cb1-7c2d-4ce9-ba38-1bc8eb448adc	TCGA-98-8022-11A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-LUSC	adc853b1-b8bf-488c-a1e2-e95603459b55	TCGA-98-8022	832c6915-9eb8-49b2-b64d-66b955b2356a	TCGA-98-8022-11A	5551a6e7-2822-44f8-af21-0c40f156fd43	TCGA-98-8022-11A-01	d54a96c0-bbde-498b-999d-b12f8cfb1966	TCGA-98-8022-11A-01D	'--	'--	'--	DNA	D	'--	0.13	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-LUSC	adc853b1-b8bf-488c-a1e2-e95603459b55	TCGA-98-8022	9008ad7b-1f1b-4e23-9b53-321d7ec63ed7	TCGA-98-8022-10A	f9275624-dc59-4974-a8c7-d813d8c71c81	TCGA-98-8022-10A-01	46222065-a8a2-46e7-ad4d-edc6f5f29d65	TCGA-98-8022-10A-01D	'--	'--	'--	DNA	D	'--	0.16	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-LUSC	adc853b1-b8bf-488c-a1e2-e95603459b55	TCGA-98-8022	9008ad7b-1f1b-4e23-9b53-321d7ec63ed7	TCGA-98-8022-10A	f9275624-dc59-4974-a8c7-d813d8c71c81	TCGA-98-8022-10A-01	86e127dd-0e2d-4006-8d01-e92d90d6d214	TCGA-98-8022-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-LUSC	adc853b1-b8bf-488c-a1e2-e95603459b55	TCGA-98-8022	95933b01-06ca-4f3e-8995-eb2ab01a2c4c	TCGA-98-8022-01A	e504a9e6-cb72-42b9-8002-5b4d42db3313	TCGA-98-8022-01A-11	296686b8-ddf1-44cb-bdca-df06e8e510a7	TCGA-98-8022-01A-11H	'--	'--	'--	RNA	H	'--	0.16	'--	'--	'--	'--	UV Spec	released	'--
TCGA-LUSC	adc853b1-b8bf-488c-a1e2-e95603459b55	TCGA-98-8022	95933b01-06ca-4f3e-8995-eb2ab01a2c4c	TCGA-98-8022-01A	e504a9e6-cb72-42b9-8002-5b4d42db3313	TCGA-98-8022-01A-11	4d2ba9db-6e9f-4043-b7b5-543dbe3a304d	TCGA-98-8022-01A-11R	'--	'--	'--	RNA	R	'--	0.13	'--	'--	'--	'--	UV Spec	released	'--
TCGA-LUSC	adc853b1-b8bf-488c-a1e2-e95603459b55	TCGA-98-8022	95933b01-06ca-4f3e-8995-eb2ab01a2c4c	TCGA-98-8022-01A	e504a9e6-cb72-42b9-8002-5b4d42db3313	TCGA-98-8022-01A-11	5365e7b0-1c64-4381-ab0c-74a1f7b8d8d8	TCGA-98-8022-01A-11D	'--	'--	'--	DNA	D	'--	0.15	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-LUSC	adc853b1-b8bf-488c-a1e2-e95603459b55	TCGA-98-8022	95933b01-06ca-4f3e-8995-eb2ab01a2c4c	TCGA-98-8022-01A	e504a9e6-cb72-42b9-8002-5b4d42db3313	TCGA-98-8022-01A-11	e4ed5269-e13c-4dd3-8abe-7d22a4636818	TCGA-98-8022-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-LUSC	aecf85cc-058c-46f3-9cdc-3573ac3b8438	TCGA-94-7943	bb4fd47c-7f4f-4ec0-a70d-32b64dc0ce59	TCGA-94-7943-10A	a3586123-efb7-4702-ab23-5114e84d4045	TCGA-94-7943-10A-01	6b6a9634-f2c1-433e-a245-0eaae51bc23e	TCGA-94-7943-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-LUSC	aecf85cc-058c-46f3-9cdc-3573ac3b8438	TCGA-94-7943	bb4fd47c-7f4f-4ec0-a70d-32b64dc0ce59	TCGA-94-7943-10A	a3586123-efb7-4702-ab23-5114e84d4045	TCGA-94-7943-10A-01	70d950f8-2b4a-48bd-a3eb-e0fd2b7bd25d	TCGA-94-7943-10A-01D	'--	'--	'--	DNA	D	'--	0.13	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-LUSC	aecf85cc-058c-46f3-9cdc-3573ac3b8438	TCGA-94-7943	e447da47-227d-4956-9f46-ad1f81b73eba	TCGA-94-7943-01A	5eb7d8e2-6b03-47fe-b568-bba9d5a21ccd	TCGA-94-7943-01A-11	08f6f9f5-7de7-485a-a7cd-98d8ae13cb2a	TCGA-94-7943-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-LUSC	aecf85cc-058c-46f3-9cdc-3573ac3b8438	TCGA-94-7943	e447da47-227d-4956-9f46-ad1f81b73eba	TCGA-94-7943-01A	5eb7d8e2-6b03-47fe-b568-bba9d5a21ccd	TCGA-94-7943-01A-11	12078afc-e59b-4f59-908a-dfdace245d0f	TCGA-94-7943-01A-11D	'--	'--	'--	DNA	D	'--	0.14	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-LUSC	aecf85cc-058c-46f3-9cdc-3573ac3b8438	TCGA-94-7943	e447da47-227d-4956-9f46-ad1f81b73eba	TCGA-94-7943-01A	5eb7d8e2-6b03-47fe-b568-bba9d5a21ccd	TCGA-94-7943-01A-11	65995ecd-ea4b-4bd3-80d2-9efd6da764b8	TCGA-94-7943-01A-11H	'--	'--	'--	RNA	H	'--	0.15	'--	'--	'--	'--	UV Spec	released	'--
TCGA-LUSC	aecf85cc-058c-46f3-9cdc-3573ac3b8438	TCGA-94-7943	e447da47-227d-4956-9f46-ad1f81b73eba	TCGA-94-7943-01A	5eb7d8e2-6b03-47fe-b568-bba9d5a21ccd	TCGA-94-7943-01A-11	cccd7e2c-2693-42cc-8644-c08133c1f3c3	TCGA-94-7943-01A-11R	'--	'--	'--	RNA	R	'--	0.15	'--	'--	'--	'--	UV Spec	released	'--
TCGA-LUSC	376dfd27-68e8-4a1a-9c4f-5064279b2a9e	TCGA-33-4586	69cb1538-12d7-4c0a-97f4-0cd616504dbf	TCGA-33-4586-11A	124e99b7-2889-44bc-bbcb-20c1c256c60a	TCGA-33-4586-11A-01	7750b0aa-342b-4b00-9ff8-3e4ca909e198	TCGA-33-4586-11A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	UV Spec	released	'--
TCGA-LUSC	376dfd27-68e8-4a1a-9c4f-5064279b2a9e	TCGA-33-4586	69cb1538-12d7-4c0a-97f4-0cd616504dbf	TCGA-33-4586-11A	124e99b7-2889-44bc-bbcb-20c1c256c60a	TCGA-33-4586-11A-01	dab1bb9c-71ce-4226-b352-e9d4563a4af4	TCGA-33-4586-11A-01D	1.9	'--	'--	DNA	D	'--	0.15	'--	'--	'--	'--	UV Spec	released	'--
TCGA-LUSC	376dfd27-68e8-4a1a-9c4f-5064279b2a9e	TCGA-33-4586	a41992a4-d0f9-4d5b-8d05-0e3025d9c8ff	TCGA-33-4586-01A	8a02732e-8bb0-483d-a149-4dad54c98203	TCGA-33-4586-01A-01	198578bf-c8b2-4a7d-a6ba-901715b4d002	TCGA-33-4586-01A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	UV Spec	released	'--
TCGA-LUSC	376dfd27-68e8-4a1a-9c4f-5064279b2a9e	TCGA-33-4586	a41992a4-d0f9-4d5b-8d05-0e3025d9c8ff	TCGA-33-4586-01A	8a02732e-8bb0-483d-a149-4dad54c98203	TCGA-33-4586-01A-01	84d5b294-d8b9-481e-a5e6-ad60f260589f	TCGA-33-4586-01A-01D	1.9	'--	'--	DNA	D	'--	0.13	'--	'--	'--	'--	UV Spec	released	'--
TCGA-LUSC	376dfd27-68e8-4a1a-9c4f-5064279b2a9e	TCGA-33-4586	a41992a4-d0f9-4d5b-8d05-0e3025d9c8ff	TCGA-33-4586-01A	8a02732e-8bb0-483d-a149-4dad54c98203	TCGA-33-4586-01A-01	8b4039d7-1538-4fff-b644-fdc817970443	TCGA-33-4586-01A-01T	'--	'--	'--	Total RNA	T	'--	0.1	'--	'--	'--	'--	UV Spec	released	'--
TCGA-LUSC	376dfd27-68e8-4a1a-9c4f-5064279b2a9e	TCGA-33-4586	a41992a4-d0f9-4d5b-8d05-0e3025d9c8ff	TCGA-33-4586-01A	8a02732e-8bb0-483d-a149-4dad54c98203	TCGA-33-4586-01A-01	dd777e54-4f9f-4192-a79a-65a6ca634177	TCGA-33-4586-01A-01R	1.8	'--	'--	RNA	R	'--	0.14	'--	'--	'--	'--	UV Spec	released	'--
TCGA-LUSC	b5e2cbda-bbfa-4ef8-a9c4-cb978bef9b23	TCGA-56-7582	1220e8b3-e16e-454e-bc49-60f49f9fe090	TCGA-56-7582-01A	99a82712-fecb-4b26-afaf-4bb41c6bfcb3	TCGA-56-7582-01A-11	044d276c-1bbc-40ba-a0a8-b6e6ec48db1b	TCGA-56-7582-01A-11R	'--	'--	'--	RNA	R	'--	0.15	Allprep RNA Extraction	Yes	1.66	8.8	UV Spec	released	'--
TCGA-LUSC	b5e2cbda-bbfa-4ef8-a9c4-cb978bef9b23	TCGA-56-7582	1220e8b3-e16e-454e-bc49-60f49f9fe090	TCGA-56-7582-01A	99a82712-fecb-4b26-afaf-4bb41c6bfcb3	TCGA-56-7582-01A-11	1ca2f783-f890-4864-829c-00408b726f41	TCGA-56-7582-01A-11H	'--	'--	'--	RNA	H	'--	0.13	mirVana (Allprep DNA) RNA	Yes	1.72	9.0	UV Spec	released	'--
